"geneID"	"LogFC"
"ZNF578"	-0.61
"AC005517.3"	-0.62
"AC007318.5"	-0.62
"AC010150.1"	-0.62
"ADGRG2"	-0.62
"AIPL1"	-0.62
"AKR7A3"	-0.62
"ANGPT2"	-0.62
"ARHGAP21"	-0.62
"ATP2A1"	-0.62
"B4GALNT4"	-0.62
"C1QTNF3-AMACR"	-0.62
"CDH7"	-0.62
"DENND2C"	-0.62
"DOCK7"	-0.62
"FAM111B"	-0.62
"FAM46D"	-0.62
"FDPSP7"	-0.62
"FOXN3"	-0.62
"GAPDHP42"	-0.62
"GLI3"	-0.62
"GPR37L1"	-0.62
"GS1-124K5.11"	-0.62
"IFITM4P"	-0.62
"KLF2"	-0.62
"LATS2"	-0.62
"LRRC56"	-0.62
"MGAM2"	-0.62
"MYLK"	-0.62
"NMNAT2"	-0.62
"OSBPL1A"	-0.62
"PELI2"	-0.62
"PFKFB2"	-0.62
"PRAME"	-0.62
"RNA5SP257"	-0.62
"RP11-44M6.3"	-0.62
"RP11-532F6.2"	-0.62
"RP11-61L19.3"	-0.62
"RP4-614O4.11"	-0.62
"RPL7P33"	-0.62
"SEPT3"	-0.62
"SEPT4"	-0.62
"SLC25A38"	-0.62
"SLC47A1"	-0.62
"SNX14"	-0.62
"SUN2"	-0.62
"SYT12"	-0.62
"TAF4"	-0.62
"TMEM191A"	-0.62
"VEGFD"	-0.62
"YWHAEP5"	-0.62
"ZNF169"	-0.62
"ZNF222"	-0.62
"AC016739.2"	-0.63
"ALG1L9P"	-0.63
"ANKRD1"	-0.63
"ANKRD23"	-0.63
"ARHGEF4"	-0.63
"ART5"	-0.63
"ATG2A"	-0.63
"CBARP"	-0.63
"CCDC183"	-0.63
"CECR2"	-0.63
"COG1"	-0.63
"CTC-543D15.1"	-0.63
"CUBN"	-0.63
"DNAH9"	-0.63
"EIF4E3"	-0.63
"EPS15"	-0.63
"FAHD2CP"	-0.63
"FAM20A"	-0.63
"FRS3"	-0.63
"GLYATL2"	-0.63
"HIST1H2AJ"	-0.63
"HMGB1P27"	-0.63
"HPS4"	-0.63
"IQCH"	-0.63
"KANK4"	-0.63
"KLF11"	-0.63
"KLRA1P"	-0.63
"L2HGDH"	-0.63
"LEAP2"	-0.63
"LOXL1"	-0.63
"LRCH1"	-0.63
"MYO18A"	-0.63
"N4BP2L1"	-0.63
"NEBL"	-0.63
"NFRKB"	-0.63
"NIPBL"	-0.63
"NUP98"	-0.63
"ONECUT2"	-0.63
"PMS2P2"	-0.63
"RABGAP1L"	-0.63
"RANBP10"	-0.63
"RASGEF1B"	-0.63
"RP11-111H13.1"	-0.63
"RP11-208P4.1"	-0.63
"RP11-351I24.3"	-0.63
"RP11-447H19.1"	-0.63
"RP11-479G22.8"	-0.63
"RPL7P32"	-0.63
"SEC31B"	-0.63
"SLC6A8"	-0.63
"SMC5"	-0.63
"SRCIN1"	-0.63
"SRGAP2D"	-0.63
"TLE2"	-0.63
"TNFRSF9"	-0.63
"UNC5CL"	-0.63
"ZNF90"	-0.63
"AC090602.2"	-0.64
"ACBD4"	-0.64
"ANO2"	-0.64
"CALCR"	-0.64
"CCNJP2"	-0.64
"CELA3B"	-0.64
"CTD-2542C24.2"	-0.64
"CTSF"	-0.64
"DCDC2B"	-0.64
"EEF1A1P13"	-0.64
"EN1"	-0.64
"EPPIN"	-0.64
"FAM174A"	-0.64
"FNDC10"	-0.64
"FZD5"	-0.64
"GSTM5"	-0.64
"HIST2H4A"	-0.64
"IDO2"	-0.64
"INCA1"	-0.64
"KLHL23"	-0.64
"KLHL29"	-0.64
"LIMK2"	-0.64
"LINC00680"	-0.64
"LRRC3"	-0.64
"MBOAT1"	-0.64
"MCHR2"	-0.64
"MSI2"	-0.64
"MYO1D"	-0.64
"MYO9B"	-0.64
"ODF3B"	-0.64
"PTCH1"	-0.64
"PTPN5"	-0.64
"RILPL1"	-0.64
"RP11-496I2.5"	-0.64
"RP11-506B6.7"	-0.64
"RP11-73M18.2"	-0.64
"RP11-793H13.10"	-0.64
"RP13-395E19.4"	-0.64
"RP4-569D19.5"	-0.64
"SORBS3"	-0.64
"SPACA6"	-0.64
"SSX5"	-0.64
"TIGIT"	-0.64
"TSPAN13"	-0.64
"VPS53"	-0.64
"ZNF184"	-0.64
"ABC14-864958H18.2"	-0.65
"AC012512.1"	-0.65
"AC019097.7"	-0.65
"AC240274.1"	-0.65
"ARC"	-0.65
"BRI3"	-0.65
"CELF3"	-0.65
"CEP170P1"	-0.65
"CTD-2010I16.1"	-0.65
"DUX4L37"	-0.65
"ECHDC2"	-0.65
"FAM65C"	-0.65
"FBXL20"	-0.65
"FUK"	-0.65
"GAS2"	-0.65
"GLRA3"	-0.65
"HSD17B13"	-0.65
"KIF3C"	-0.65
"LDHAL6B"	-0.65
"LDLRAD1"	-0.65
"LIMD2"	-0.65
"LRRC15"	-0.65
"MB"	-0.65
"METTL9"	-0.65
"MMRN2"	-0.65
"MPL"	-0.65
"MTMR10"	-0.65
"OR7E128P"	-0.65
"PHC1"	-0.65
"RMI2"	-0.65
"RP11-266L9.1"	-0.65
"RP11-324H7.1"	-0.65
"RP11-435I10.4"	-0.65
"RP11-583F2.1"	-0.65
"RPL13AP7"	-0.65
"RPL21P106"	-0.65
"SLC22A20"	-0.65
"SLCO4A1"	-0.65
"SOCS7"	-0.65
"TCOF1"	-0.65
"TNPO1P1"	-0.65
"TTC23L"	-0.65
"ABO"	-0.66
"AC084219.2"	-0.66
"AC096664.1"	-0.66
"ADHFE1"	-0.66
"AFTPH"	-0.66
"C1orf56"	-0.66
"CDKL1"	-0.66
"CERS1"	-0.66
"CLCN6"	-0.66
"CRB1"	-0.66
"FAM227B"	-0.66
"FAM92B"	-0.66
"FBXO38"	-0.66
"FNDC7"	-0.66
"FSIP2"	-0.66
"GFPT2"	-0.66
"GS1-259H13.13"	-0.66
"HSD17B7P2"	-0.66
"KIF21A"	-0.66
"MEF2B"	-0.66
"NIN"	-0.66
"NPIPB4"	-0.66
"OTUD7B"	-0.66
"PHBP15"	-0.66
"PPP1R32"	-0.66
"RNF182"	-0.66
"RNF39"	-0.66
"RP11-305O4.2"	-0.66
"RP11-331G2.6"	-0.66
"RPL7P52"	-0.66
"SERPINB6"	-0.66
"SKI"	-0.66
"SPEF2"	-0.66
"THAP12"	-0.66
"TNFRSF10D"	-0.66
"TOP3B"	-0.66
"VEPH1"	-0.66
"ZFPM2"	-0.66
"ZNF292"	-0.66
"ZNF606"	-0.66
"AC092933.4"	-0.67
"ACACB"	-0.67
"BIK"	-0.67
"BORCS7-ASMT"	-0.67
"BTBD18"	-0.67
"C3orf70"	-0.67
"C7orf61"	-0.67
"CABLES2"	-0.67
"CAMK1D"	-0.67
"CARF"	-0.67
"CBFA2T2"	-0.67
"CBR4"	-0.67
"CDV3"	-0.67
"CNNM4"	-0.67
"ETV2"	-0.67
"FARP2"	-0.67
"HAS2"	-0.67
"KCP"	-0.67
"LLfos-48D6.2"	-0.67
"LYSMD1"	-0.67
"LYVE1"	-0.67
"MMP3"	-0.67
"MPP3"	-0.67
"MRPL44"	-0.67
"NIPA1"	-0.67
"OARD1"	-0.67
"OSGIN2"	-0.67
"PIP5K1B"	-0.67
"PRDM6"	-0.67
"PRICKLE2"	-0.67
"PTAR1"	-0.67
"RAPGEF3"	-0.67
"RHOBTB1"	-0.67
"RP11-3K24.1"	-0.67
"RP11-526D8.11"	-0.67
"RP11-74M13.4"	-0.67
"RPL5P13"	-0.67
"RPL9P29"	-0.67
"SLC25A48"	-0.67
"SNX25"	-0.67
"TEN1-CDK3"	-0.67
"TENM4"	-0.67
"TMEM117"	-0.67
"TMEM52"	-0.67
"VWA3B"	-0.67
"WDR48"	-0.67
"WTIP"	-0.67
"YPEL3"	-0.67
"ZNF175"	-0.67
"ARHGAP27"	-0.68
"ARSB"	-0.68
"C10orf53"	-0.68
"CA8"	-0.68
"CCL24"	-0.68
"CHML"	-0.68
"CSAG4"	-0.68
"CSRP3"	-0.68
"CTAGE14P"	-0.68
"DUSP22"	-0.68
"EAF1"	-0.68
"ENPP6"	-0.68
"FAM78B"	-0.68
"GOLGA7"	-0.68
"GOLGA8Q"	-0.68
"IPO5P1"	-0.68
"JAG2"	-0.68
"KLF4P1"	-0.68
"LRGUK"	-0.68
"MC2R"	-0.68
"MRPL48P1"	-0.68
"PCDHA2"	-0.68
"PHLPP1"	-0.68
"PRAMEF1"	-0.68
"PROSER3"	-0.68
"RNF214"	-0.68
"RP11-307A17.2"	-0.68
"RP11-420K10.1"	-0.68
"RP11-598D12.4"	-0.68
"RP11-778D9.4"	-0.68
"RP11-91P24.1"	-0.68
"RRP36"	-0.68
"SEL1L2"	-0.68
"SGIP1"	-0.68
"SLC30A2"	-0.68
"SNX6"	-0.68
"STYK1"	-0.68
"SYK"	-0.68
"TSC22D1"	-0.68
"UBE2S"	-0.68
"ZNF192P1"	-0.68
"ZNF415"	-0.68
"AKAP8L"	-0.69
"AP000445.1"	-0.69
"ATE1"	-0.69
"ATP2C2"	-0.69
"CALM2P2"	-0.69
"COL27A1"	-0.69
"CTCFL"	-0.69
"CUL3"	-0.69
"DHX36"	-0.69
"EIF4A1P2"	-0.69
"GAGE2A"	-0.69
"ITGAD"	-0.69
"LECT2"	-0.69
"LEMD1"	-0.69
"MED12L"	-0.69
"MEI1"	-0.69
"MTHFD1L"	-0.69
"NOL9"	-0.69
"NOX5"	-0.69
"PDE6B"	-0.69
"PRKAR2B"	-0.69
"R3HDM2"	-0.69
"RAB40B"	-0.69
"RHPN1"	-0.69
"RP11-795F19.5"	-0.69
"RP3-449O17.1"	-0.69
"RPL21P75"	-0.69
"RPL39P36"	-0.69
"RUNX1"	-0.69
"SCAF1"	-0.69
"SPINK1"	-0.69
"TECPR2"	-0.69
"TNFAIP2"	-0.69
"TRIM58"	-0.69
"UBALD2"	-0.69
"VPS36"	-0.69
"ZDHHC23"	-0.69
"ZNF699"	-0.69
"ZNF823"	-0.69
"ADCY10P1"	-0.7
"ANKS4B"	-0.7
"APOB"	-0.7
"ATP9B"	-0.7
"B3GAT1"	-0.7
"C16orf46"	-0.7
"C1QL4"	-0.7
"CFAP52"	-0.7
"COX6B1"	-0.7
"DACT3"	-0.7
"DGKQ"	-0.7
"DOCK5"	-0.7
"DUSP9"	-0.7
"EML1"	-0.7
"FAM86B3P"	-0.7
"GPSM3"	-0.7
"ITCH"	-0.7
"KAZN"	-0.7
"LRAT"	-0.7
"MEIG1"	-0.7
"MPP2"	-0.7
"MRLN"	-0.7
"NECAB1"	-0.7
"NPPA"	-0.7
"NRK"	-0.7
"OTUD3"	-0.7
"PODXL2"	-0.7
"PTGES3P1"	-0.7
"RP11-466F5.6"	-0.7
"RTEL1-TNFRSF6B"	-0.7
"SCNN1D"	-0.7
"SDC1"	-0.7
"SEMA7A"	-0.7
"SERPINB10"	-0.7
"SLC5A5"	-0.7
"SMARCD3"	-0.7
"SNX30"	-0.7
"TBR1"	-0.7
"TRIM67"	-0.7
"UBE2V1P1"	-0.7
"ZNF280B"	-0.7
"ZNF486"	-0.7
"ZNF563"	-0.7
"ACMSD"	-0.71
"ALMS1"	-0.71
"AMFR"	-0.71
"BCORP1"	-0.71
"BHMT"	-0.71
"C18orf32"	-0.71
"C4orf22"	-0.71
"CAMK2N2"	-0.71
"CCDC144B"	-0.71
"CCDC58"	-0.71
"CEBPD"	-0.71
"CFAP45"	-0.71
"CHST11"	-0.71
"CYSLTR1"	-0.71
"DKK2"	-0.71
"DLX3"	-0.71
"DQX1"	-0.71
"ETS1"	-0.71
"FBXW4"	-0.71
"GLIPR1L1"	-0.71
"LMBRD1"	-0.71
"NKX2-2"	-0.71
"NLGN1"	-0.71
"NPY6R"	-0.71
"NRGN"	-0.71
"NXPH1"	-0.71
"PDCD6IPP2"	-0.71
"PLCH1"	-0.71
"PRDM1"	-0.71
"PRX"	-0.71
"RGAG1"	-0.71
"RTF1"	-0.71
"SEC23IP"	-0.71
"SEMA5A"	-0.71
"TAPT1"	-0.71
"TAS2R18"	-0.71
"TAS2R2P"	-0.71
"TFDP2"	-0.71
"TULP4"	-0.71
"WDR59"	-0.71
"ZBTB49"	-0.71
"ZGRF1"	-0.71
"ZNF396"	-0.71
"BPTF"	-0.72
"CELP"	-0.72
"CFAP54"	-0.72
"CRABP2"	-0.72
"FAM76B"	-0.72
"GRIK2"	-0.72
"HDAC9"	-0.72
"HELZ"	-0.72
"HES2"	-0.72
"HIST2H2BD"	-0.72
"HOXB13"	-0.72
"KIAA0430"	-0.72
"KPNA4"	-0.72
"MEGF9"	-0.72
"NKAP"	-0.72
"PPP1R21"	-0.72
"RAP2B"	-0.72
"RHOJ"	-0.72
"RP1-131F15.2"	-0.72
"RP11-352G9.1"	-0.72
"RP11-726G1.1"	-0.72
"RPS27"	-0.72
"SLAMF6"	-0.72
"SLC24A4"	-0.72
"SPRY3"	-0.72
"TATDN2P2"	-0.72
"TP53TG5"	-0.72
"VANGL2"	-0.72
"WNT7B"	-0.72
"ZNF329"	-0.72
"ZNF554"	-0.72
"ZNF610"	-0.72
"ZNF705A"	-0.72
"AC007000.10"	-0.73
"ACAP2"	-0.73
"AIFM3"	-0.73
"ARHGAP39"	-0.73
"COQ2"	-0.73
"CTD-2206N4.4"	-0.73
"DMC1"	-0.73
"EVI5"	-0.73
"FPR1"	-0.73
"GATSL3"	-0.73
"GBF1"	-0.73
"GMFG"	-0.73
"GPR137B"	-0.73
"GPR155"	-0.73
"HNRNPA1P50"	-0.73
"HS3ST1"	-0.73
"KCNA2"	-0.73
"MAN2A2"	-0.73
"MGAT5"	-0.73
"MYO15A"	-0.73
"MYSM1"	-0.73
"NIM1K"	-0.73
"NSRP1P1"	-0.73
"PIGR"	-0.73
"PKD1L1"	-0.73
"PLA2G6"	-0.73
"PTPRD"	-0.73
"RAPGEF4"	-0.73
"RP11-1023L17.2"	-0.73
"RP11-108O10.8"	-0.73
"RP11-38O23.4"	-0.73
"RP11-681L4.2"	-0.73
"RP11-709A23.2"	-0.73
"RP3-382I10.7"	-0.73
"RP5-1022E24.6"	-0.73
"RPS26P31"	-0.73
"SCN3B"	-0.73
"SDHDP6"	-0.73
"SH3PXD2A"	-0.73
"SLC35E3"	-0.73
"SLC9B1"	-0.73
"SNTG2"	-0.73
"TMED6"	-0.73
"TRRAP"	-0.73
"TTC24"	-0.73
"UCN2"	-0.73
"VGLL3"	-0.73
"ZFP30"	-0.73
"ZNF559-ZNF177"	-0.73
"BBS9"	-0.74
"C16orf54"	-0.74
"CD38"	-0.74
"CHST6"	-0.74
"EFCAB3"	-0.74
"EP400NL"	-0.74
"FAM208A"	-0.74
"FLT4"	-0.74
"KB-226F1.4"	-0.74
"KCTD19"	-0.74
"MBP"	-0.74
"NLK"	-0.74
"PRR9"	-0.74
"RAB3IL1"	-0.74
"RD3"	-0.74
"RDH13"	-0.74
"RGCC"	-0.74
"RP11-255M2.3"	-0.74
"RP4-701O16.5"	-0.74
"RPS15AP16"	-0.74
"RPS3AP34"	-0.74
"RPSAP36"	-0.74
"SAMD4A"	-0.74
"SASH1"	-0.74
"SIM2"	-0.74
"SLC23A2"	-0.74
"SUMO4"	-0.74
"TMEM184A"	-0.74
"TRIM36"	-0.74
"WTAPP1"	-0.74
"ZNF550"	-0.74
"ZNF77"	-0.74
"ATP1B2"	-0.75
"CDH1"	-0.75
"CHDH"	-0.75
"CHI3L1"	-0.75
"CRYM-AS1"	-0.75
"E2F8"	-0.75
"FAM131A"	-0.75
"GBP6"	-0.75
"GLTSCR1"	-0.75
"HOXD3"	-0.75
"HSD3BP3"	-0.75
"IL17B"	-0.75
"KLB"	-0.75
"KREMEN2"	-0.75
"LRRC55"	-0.75
"LTB"	-0.75
"MORF4L1P1"	-0.75
"MYH7B"	-0.75
"NEO1"	-0.75
"RDX"	-0.75
"RNF148"	-0.75
"RP11-320P11.1"	-0.75
"RP11-805L22.2"	-0.75
"RSL24D1"	-0.75
"SLC25A24P1"	-0.75
"SPATA21"	-0.75
"TMEM212"	-0.75
"TMEM97"	-0.75
"WNT10B"	-0.75
"XDH"	-0.75
"Z97634.3"	-0.75
"ZKSCAN3"	-0.75
"ZNF680"	-0.75
"AC006978.6"	-0.76
"AGMAT"	-0.76
"AP1S2"	-0.76
"ARHGAP44"	-0.76
"CCT6B"	-0.76
"CREBRF"	-0.76
"CX3CR1"	-0.76
"CYFIP2"	-0.76
"FBXW10"	-0.76
"FGF2"	-0.76
"GAS7"	-0.76
"GPR153"	-0.76
"HES1"	-0.76
"ICAM4"	-0.76
"IYD"	-0.76
"LIMD1"	-0.76
"MAP4K3"	-0.76
"MSR1"	-0.76
"MYEF2"	-0.76
"MYO9A"	-0.76
"REXO1"	-0.76
"RMND5A"	-0.76
"RP11-290H9.2"	-0.76
"RP11-848G14.5"	-0.76
"RREB1"	-0.76
"SH3BP1"	-0.76
"SPAST"	-0.76
"STRN"	-0.76
"TANC2"	-0.76
"TAS2R30"	-0.76
"TPCN2"	-0.76
"WDR26"	-0.76
"ZNF483"	-0.76
"ZNF702P"	-0.76
"ABCA17P"	-0.77
"ABCB10"	-0.77
"ACSL4"	-0.77
"ACTG1P9"	-0.77
"ASH2L"	-0.77
"BOLA2P3"	-0.77
"CAMSAP1"	-0.77
"CCDC96"	-0.77
"CELF6"	-0.77
"DOK6"	-0.77
"FAM71D"	-0.77
"FBXO24"	-0.77
"FCER1G"	-0.77
"GAPDHP72"	-0.77
"GRIP1"	-0.77
"IGHMBP2"	-0.77
"IKBKGP1"	-0.77
"KLHL2P1"	-0.77
"LILRB3"	-0.77
"MACROD1"	-0.77
"NPAP1P2"	-0.77
"PCDHA9"	-0.77
"POTEB3"	-0.77
"RGS22"	-0.77
"RP11-275F13.3"	-0.77
"RP11-335E14.1"	-0.77
"RP11-549L6.2"	-0.77
"RP11-61L23.2"	-0.77
"RPH3A"	-0.77
"RPS15AP10"	-0.77
"SDS"	-0.77
"SH3GL2"	-0.77
"SHISA2"	-0.77
"STX3"	-0.77
"SVIP"	-0.77
"SYNE3"	-0.77
"TIAF1"	-0.77
"ZNF235"	-0.77
"ZNF26"	-0.77
"ZNF385C"	-0.77
"ZNF66"	-0.77
"AC012065.5"	-0.78
"AC116366.6"	-0.78
"AL034550.1"	-0.78
"ARPIN"	-0.78
"ATF7IP2"	-0.78
"BDH2"	-0.78
"CCDC175"	-0.78
"CHMP4C"	-0.78
"CTSLP2"	-0.78
"DAAM1"	-0.78
"EIF5A2"	-0.78
"FAAHP1"	-0.78
"FAM210A"	-0.78
"GPR12"	-0.78
"HEPACAM2"	-0.78
"HTR7P1"	-0.78
"KIAA0825"	-0.78
"LMNTD1"	-0.78
"LSMEM1"	-0.78
"NAIF1"	-0.78
"NAV1"	-0.78
"NFATC2"	-0.78
"NOS2P3"	-0.78
"RAC1P2"	-0.78
"RIMBP3"	-0.78
"RP3-337H4.6"	-0.78
"SPP1"	-0.78
"TAF1"	-0.78
"UMAD1"	-0.78
"UNC80"	-0.78
"ZNF433"	-0.78
"ACER1"	-0.79
"AFF3"	-0.79
"ANO4"	-0.79
"C8orf88"	-0.79
"CANX"	-0.79
"CDHR2"	-0.79
"DMTN"	-0.79
"DNM3"	-0.79
"EPHA6"	-0.79
"FAM122C"	-0.79
"FDFT1"	-0.79
"FGF7P6"	-0.79
"FOXO3B"	-0.79
"GABRB3"	-0.79
"NCK2"	-0.79
"RNF150"	-0.79
"RP1-149A16.16"	-0.79
"RP11-152F13.10"	-0.79
"RP11-165E7.1"	-0.79
"RP11-241F15.10"	-0.79
"RP3-391O22.3"	-0.79
"RPL34P27"	-0.79
"SULF2"	-0.79
"TMSB4XP1"	-0.79
"VSTM2B"	-0.79
"WDFY1"	-0.79
"ZNF740"	-0.79
"AC011043.1"	-0.8
"CACNA1F"	-0.8
"CACNB2"	-0.8
"CHD7"	-0.8
"CHRNA10"	-0.8
"CTA-276O3.4"	-0.8
"EEF1DP7"	-0.8
"EGFL8"	-0.8
"FLVCR1"	-0.8
"GPR183"	-0.8
"HLA-DPB1"	-0.8
"KCNV1"	-0.8
"KRT8P36"	-0.8
"LILRB4"	-0.8
"LINC01347"	-0.8
"OR2L3"	-0.8
"PRKCD"	-0.8
"RP11-1070B7.2"	-0.8
"RP11-562I5.2"	-0.8
"RP11-889L3.4"	-0.8
"RPL23AP87"	-0.8
"TSPYL2"	-0.8
"ZBTB11"	-0.8
"ZFR2"	-0.8
"ZNF789"	-0.8
"AC104534.3"	-0.81
"ADAMTS16"	-0.81
"AGAP1"	-0.81
"CAGE1"	-0.81
"CCDC171"	-0.81
"CDK13"	-0.81
"ELAVL2"	-0.81
"EVC"	-0.81
"GABRA5"	-0.81
"GPAT3"	-0.81
"GS1-358P8.4"	-0.81
"GSTA1"	-0.81
"GTF2IP14"	-0.81
"NWD1"	-0.81
"PPIAP22"	-0.81
"PPP2R3B"	-0.81
"PRRT4"	-0.81
"RAX2"	-0.81
"RBM14-RBM4"	-0.81
"RP11-77K12.1"	-0.81
"SLIT2"	-0.81
"SPTBN1"	-0.81
"ST3GAL6"	-0.81
"STAR"	-0.81
"TAGLN"	-0.81
"TIGD4"	-0.81
"TM7SF3"	-0.81
"TNK2"	-0.81
"TRAK1"	-0.81
"VN1R1"	-0.81
"YPEL4"	-0.81
"ZFP42"	-0.81
"ABCG5"	-0.82
"BX004987.1"	-0.82
"CCDC160"	-0.82
"CCDC69"	-0.82
"DDIT4L"	-0.82
"GPR83"	-0.82
"IL23R"	-0.82
"LNP1"	-0.82
"MNX1"	-0.82
"MTTP"	-0.82
"PPIP5K2"	-0.82
"PTEN"	-0.82
"RPL7P49"	-0.82
"SLC1A7"	-0.82
"TIMM23B"	-0.82
"TMCC2"	-0.82
"TMEM25"	-0.82
"TSPAN1"	-0.82
"TTC22"	-0.82
"ZCCHC5"	-0.82
"AC012513.4"	-0.83
"BMS1P16"	-0.83
"C17orf105"	-0.83
"CCDC62"	-0.83
"CDKL3"	-0.83
"CH17-118O6.3"	-0.83
"CTD-2353N24.1"	-0.83
"DOK3"	-0.83
"ERVW-1"	-0.83
"FGD5"	-0.83
"FYTTD1P1"	-0.83
"HIST1H1PS1"	-0.83
"IL11"	-0.83
"IL1RAPL1"	-0.83
"IRS2"	-0.83
"LDHAP7"	-0.83
"MS4A4A"	-0.83
"N4BP2L2"	-0.83
"NEK10"	-0.83
"NEK5"	-0.83
"NUTM2G"	-0.83
"PTCHD1"	-0.83
"RNA5-8SP6"	-0.83
"RP11-175P13.3"	-0.83
"RP5-862P8.2"	-0.83
"SEC16B"	-0.83
"SIGLEC16"	-0.83
"TMEM2"	-0.83
"TUBB1"	-0.83
"WRNIP1"	-0.83
"ASAH2"	-0.84
"BOC"	-0.84
"CFP"	-0.84
"CTU1"	-0.84
"ELN"	-0.84
"EPHA3"	-0.84
"GGT1"	-0.84
"GRIA2"	-0.84
"HDAC11"	-0.84
"HMGB1P31"	-0.84
"INAFM2"	-0.84
"JPH4"	-0.84
"KLRF1"	-0.84
"LRP6"	-0.84
"MEIOC"	-0.84
"MEIS1"	-0.84
"MGAT4C"	-0.84
"MROH9"	-0.84
"NRXN2"	-0.84
"PCDHGC5"	-0.84
"RP11-1035H13.3"	-0.84
"RP11-401E5.2"	-0.84
"RPL10P16"	-0.84
"SNRK"	-0.84
"SULT1A2"	-0.84
"TCEA1P2"	-0.84
"AATK"	-0.85
"AC145212.1"	-0.85
"BCL2A1"	-0.85
"C2orf61"	-0.85
"CACTIN"	-0.85
"CDH10"	-0.85
"ELF3"	-0.85
"FBXO33"	-0.85
"FHIT"	-0.85
"FRAT1"	-0.85
"INPP5A"	-0.85
"KAT8"	-0.85
"MIPEPP3"	-0.85
"MOSPD2"	-0.85
"MTCO3P21"	-0.85
"MTND4P12"	-0.85
"MYCT1"	-0.85
"PPM1D"	-0.85
"RNF144B"	-0.85
"RP11-536C10.3"	-0.85
"RP5-903G2.2"	-0.85
"SCN1B"	-0.85
"SEMA3G"	-0.85
"ST8SIA4"	-0.85
"UGT2B10"	-0.85
"VSTM1"	-0.85
"AC104389.28"	-0.86
"ALG11"	-0.86
"ANKS1A"	-0.86
"CCP110"	-0.86
"CEP295"	-0.86
"CFAP43"	-0.86
"COL8A2"	-0.86
"DCUN1D2"	-0.86
"EREG"	-0.86
"EXOC3L2"	-0.86
"FAM181B"	-0.86
"FAR2P1"	-0.86
"HLA-V"	-0.86
"HSPA6"	-0.86
"IDNK"	-0.86
"KIAA1551"	-0.86
"KRT18"	-0.86
"MAGEB10"	-0.86
"OMD"	-0.86
"OR4F15"	-0.86
"PPFIA1"	-0.86
"PPP2R5B"	-0.86
"PVRIG2P"	-0.86
"RFX4"	-0.86
"RHOB"	-0.86
"RP11-291L22.9"	-0.86
"RPL41P2"	-0.86
"SH3D21"	-0.86
"SIGLEC6"	-0.86
"SPACA3"	-0.86
"SWSAP1"	-0.86
"USP6"	-0.86
"YWHABP2"	-0.86
"ZNF157"	-0.86
"ZNF461"	-0.86
"ZNF850"	-0.86
"AC136289.1"	-0.87
"C21orf91"	-0.87
"CACNA1D"	-0.87
"CDC42"	-0.87
"CRLF2"	-0.87
"FLRT1"	-0.87
"HERC2P5"	-0.87
"HERC2P8"	-0.87
"LILRA5"	-0.87
"RASD2"	-0.87
"RP5-994D16.11"	-0.87
"RPL5P4"	-0.87
"RPS6P25"	-0.87
"SH3GL1P1"	-0.87
"SIGLEC18P"	-0.87
"SLAMF9"	-0.87
"SLC8A3"	-0.87
"SOCS6"	-0.87
"SPDYE11"	-0.87
"SPDYE9P"	-0.87
"TCAF2"	-0.87
"TMEM154"	-0.87
"TRIM6"	-0.87
"TSPAN15"	-0.87
"TTLL6"	-0.87
"UPP2"	-0.87
"ZNF962P"	-0.87
"AC004980.7"	-0.88
"ADGRG6"	-0.88
"AFAP1L1"	-0.88
"ANK3"	-0.88
"ANKRD2"	-0.88
"BBOF1"	-0.88
"C1orf64"	-0.88
"CACHD1"	-0.88
"CCDC169"	-0.88
"CCDC9"	-0.88
"CDK2"	-0.88
"DDN"	-0.88
"EIF2B5"	-0.88
"FAM53B"	-0.88
"ITLN2"	-0.88
"KDM5B"	-0.88
"KNDC1"	-0.88
"MROH6"	-0.88
"MSRB2"	-0.88
"NME9"	-0.88
"PDE3B"	-0.88
"PGM5P2"	-0.88
"POU5F2"	-0.88
"PREX2"	-0.88
"RAB32"	-0.88
"RGPD4"	-0.88
"RP11-713H12.2"	-0.88
"RUFY3"	-0.88
"S100A1"	-0.88
"SAMM50P1"	-0.88
"SIPA1L3"	-0.88
"TGFBR3L"	-0.88
"TP53INP1"	-0.88
"VRTN"	-0.88
"ZNF738"	-0.88
"AMD1P4"	-0.89
"BBS5"	-0.89
"CEMP1"	-0.89
"CRYM"	-0.89
"DCAF4L1"	-0.89
"FAM19A5"	-0.89
"FSTL5"	-0.89
"GAPDHP40"	-0.89
"GRIA4"	-0.89
"HFM1"	-0.89
"HS3ST2"	-0.89
"HTN1"	-0.89
"KRT8P33"	-0.89
"NTS"	-0.89
"NUTM2D"	-0.89
"PCDH11Y"	-0.89
"RAMP1"	-0.89
"RORA"	-0.89
"RP11-109N23.5"	-0.89
"RP11-22B23.2"	-0.89
"RP11-426L16.10"	-0.89
"RP11-603J24.7"	-0.89
"RP11-93O17.2"	-0.89
"SLC3A1"	-0.89
"SULT1C2"	-0.89
"TFF2"	-0.89
"TTYH2"	-0.89
"XXbac-BPG116M5.17"	-0.89
"ZCCHC10"	-0.89
"ZIC2"	-0.89
"AC110926.4"	-0.9
"ANK1"	-0.9
"ANKRD36BP2"	-0.9
"BTN2A2"	-0.9
"EGLN3P1"	-0.9
"FGFBP2"	-0.9
"FURIN"	-0.9
"HECW1"	-0.9
"HIST2H3C"	-0.9
