"geneID"	"FC_X"	"FC_Y.x"	"LogFC"	"FC_Y.y"
"TPBG"	-0.55	-0.7	-0.24	-0.04
"UBL3"	-0.55	-0.76	-0.09	-1.69
"VANGL2"	-0.55	-1.28	-0.72	0.96
"WDR34"	-0.55	0.2	0.21	-0.44
"WNT10B"	-0.55	-0.7	-0.75	2.23
"ZNF688"	-0.55	0.24	-0.37	-0.55
"ZNF692"	-0.55	-0.69	0.36	-1.21
"AC243790.1"	-0.56	-0.4	-0.5	-0.29
"AKAP17A"	-0.56	0.02	-0.42	-1.24
"ANKS1B"	-0.56	-1.05	-1.7	-0.08
"bP-21264C1.1"	-0.56	-0.47	0.13	0.03
"C1orf115"	-0.56	0.02	0.11	0.63
"CABP1"	-0.56	-0.21	-0.4	0.76
"CCDC144B"	-0.56	-0.3	-0.71	0.21
"CEACAM5"	-0.56	-0.63	-0.15	0.7
"CHRNA7"	-0.56	-0.84	-1.12	-0.08
"CLSTN3"	-0.56	-0.41	0.66	-0.83
"CORT"	-0.56	-0.81	0.08	-0.33
"DUSP4"	-0.56	-0.47	0.76	-3.09
"FAM213A"	-0.56	-0.64	0.4	-1.47
"GCN1"	-0.56	-0.41	-0.25	0.15
"GJC3"	-0.56	-0.87	-0.54	-1.72
"GRTP1"	-0.56	-0.5	0.06	-1.87
"HERPUD1"	-0.56	-0.36	0.38	-1.85
"IVNS1ABP"	-0.56	-0.83	-0.02	-2.39
"MANSC4"	-0.56	-0.34	0.18	-0.75
"MAPK3"	-0.56	0.15	0.27	-0.75
"MECP2"	-0.56	-0.64	-0.29	0.04
"METTL22"	-0.56	-0.39	0.13	-0.34
"MGAM2"	-0.56	-0.23	-0.62	0.07
"MIS18A"	-0.56	0.14	-0.2	-0.6
"MT-CO3"	-0.56	-0.42	0.04	-2.17
"MYLPF"	-0.56	-0.42	-0.6	-0.51
"NFKBIZ"	-0.56	-0.39	-0.48	-1.65
"NUDT1"	-0.56	0.21	0.13	-0.45
"P2RX5"	-0.56	-0.2	-0.27	-0.18
"PHPT1"	-0.56	-0.11	-0.05	-0.53
"PIF1"	-0.56	-0.14	-0.49	0.3
"POLR3G"	-0.56	-0.73	-0.36	-0.03
"PTPRK"	-0.56	-0.66	0.82	-0.05
"R3HDML"	-0.56	-0.4	-0.18	-0.41
"RAB9B"	-0.56	-0.3	-0.4	-1.13
"RAD9A"	-0.56	-0.48	-0.33	-0.64
"RFX3"	-0.56	-0.63	0.09	-1.13
"RNF216P1"	-0.56	-0.12	0.02	0.22
"RP1-138B7.4"	-0.56	-1.01	-1.2	-0.1
"RP11-226E21.4"	-0.56	0.2	-0.21	-0.43
"RP11-296A18.5"	-0.56	-0.07	-0.03	-1.24
"RP11-823P9.3"	-0.56	-1.48	-0.11	0.63
"RP4-641G12.4"	-0.56	-0.2	-0.23	-0.52
"RPL15P3"	-0.56	-0.84	0	-0.56
"RPL29"	-0.56	-0.67	0.04	-1.23
"SELENBP1"	-0.56	0.24	-0.12	-0.85
"SLC12A3"	-0.56	-0.35	-0.56	0
"SLC13A3"	-0.56	-0.54	-0.26	-0.72
"SLC25A10"	-0.56	0.4	-0.12	-0.31
"SMN2"	-0.56	-0.29	-0.41	-0.15
"SNTG2"	-0.56	-0.91	-0.73	0.29
"SUGT1P"	-0.56	-0.89	-0.25	-0.37
"THA1P"	-0.56	-0.48	-0.25	-0.11
"TMEM18"	-0.56	-0.42	-0.1	-0.04
"TMEM246"	-0.56	-0.32	-0.08	-0.64
"TMEM97"	-0.56	-0.36	-0.75	-1.27
"TNFAIP6"	-0.56	-0.37	0.21	0.33
"TRNAU1AP"	-0.56	-0.22	-0.15	-0.52
"ZIC5"	-0.56	-1.34	-0.59	-0.49
"ACOT1"	-0.57	0.55	0.34	-0.6
"BACE2"	-0.57	-0.54	-0.36	-0.9
"BMPR1B"	-0.57	-0.9	-1.34	-1.38
"C11orf31"	-0.57	-0.31	-0.18	-0.74
"C11orf98"	-0.57	-0.17	-0.07	-0.49
"C19orf68"	-0.57	0.3	0.25	-0.32
"CBWD3"	-0.57	-0.49	-0.41	-0.55
"CCDC57"	-0.57	0.09	-0.29	-0.9
"CCL16"	-0.57	0.47	-1.09	0.03
"CEP57"	-0.57	-0.57	0	-1.05
"CHTOP"	-0.57	-0.46	0.1	-0.47
"CLUH"	-0.57	-0.22	-0.31	-0.5
"CNBD2"	-0.57	-0.21	-0.12	-0.59
"CNTNAP3P2"	-0.57	0.29	-0.55	-1.47
"COX8A"	-0.57	-0.15	-0.26	-0.19
"CPS1"	-0.57	1.55	-0.49	-0.52
"CTD-3099C6.9"	-0.57	-0.4	-0.44	0.1
"DNAJA4"	-0.57	-0.34	0.64	-1.68
"DTWD2"	-0.57	-0.43	-0.4	0.42
"DUSP8P5"	-0.57	-0.43	-0.58	-0.17
"ENO1"	-0.57	0.12	0.22	-0.89
"ENPP3"	-0.57	-0.98	1.07	-0.85
"EPC1"	-0.57	-0.13	-0.02	-0.72
"FAM86C2P"	-0.57	0.03	0.66	-1.62
"GAPDHP67"	-0.57	0.7	0	-1.65
"GLDC"	-0.57	-0.34	-0.43	-0.14
"HOMER1"	-0.57	-0.47	0	-0.82
"KCTD15"	-0.57	0.16	0.11	-1.77
"LMNB2"	-0.57	0.49	0.4	-0.75
"MCM5"	-0.57	0.74	0.02	0.21
"MIB2"	-0.57	-0.01	0.25	-1.02
"MRPL12"	-0.57	-0.19	0.13	-0.66
"PHACTR1"	-0.57	0.1	-1.22	1.54
"PHBP3"	-0.57	-0.23	0.44	-0.41
"PHYHIP"	-0.57	-0.97	1.33	-0.7
"POU4F1"	-0.57	-1.08	-0.19	-0.91
"QPCT"	-0.57	-0.14	-0.17	-1.81
"RP1-317E23.6"	-0.57	0.28	0	-0.85
"RP11-613M10.9"	-0.57	-0.23	-0.41	-0.6
"RP11-677N16.1"	-0.57	-0.74	-0.23	-0.33
"RPL21P134"	-0.57	0.31	0	-0.88
"RPS23"	-0.57	-0.75	-0.06	-1
"SH2D5"	-0.57	-1.79	-0.52	0.87
"SNRPB"	-0.57	-0.09	0	-0.23
"TEX40"	-0.57	-0.29	0.26	-0.51
"THAP2"	-0.57	-0.73	-0.32	-0.51
"THUMPD2"	-0.57	-0.84	-0.24	-0.29
"TIMM17B"	-0.57	-0.34	0.27	-0.27
"TIMM9"	-0.57	-0.9	-0.17	-0.02
"TLE2"	-0.57	-0.39	-0.63	-0.08
"TMEM56"	-0.57	-1.04	0.09	-0.66
"TPI1P1"	-0.57	0	0.22	-0.56
"TPRKB"	-0.57	-0.19	-0.12	-0.16
"TXNRD3"	-0.57	-0.27	0.1	-0.6
"VAV3"	-0.57	-0.52	0.59	-1.69
"AC004076.9"	-0.58	-0.2	0.5	-0.54
"ACAT2"	-0.58	-0.21	0.22	-1.45
"AKT2"	-0.58	-0.52	0.2	-0.95
"ARHGAP30"	-0.58	-0.18	0.44	-1.29
"ARL6IP6"	-0.58	-0.35	-0.01	-0.52
"ATP5JP1"	-0.58	-0.27	0.06	-0.64
"BHLHE40"	-0.58	-0.28	0.45	-1.3
"C17orf58"	-0.58	-0.43	-0.27	-0.76
"CA5B"	-0.58	-1.19	-0.19	-0.39
"CCDC61"	-0.58	-0.85	-0.21	-0.13
"CTBP2P8"	-0.58	-0.07	0	-0.8
"DUSP12"	-0.58	-0.6	0.02	-0.52
"EEF1A1P29"	-0.58	0.55	-0.04	-0.89
"EEF1DP2"	-0.58	0.27	-0.13	-0.73
"EPHA4"	-0.58	-1.1	0.14	-0.77
"GALNT3"	-0.58	-1.18	-1.69	0.2
"GLDN"	-0.58	-0.93	0.34	-0.19
"GSTO1"	-0.58	-0.42	0.08	-1.07
"HRNR"	-0.58	-0.52	0.47	-0.5
"HYAL1"	-0.58	-1.81	0.05	0.3
"KAAG1"	-0.58	-1.43	-0.29	-0.29
"KHDC1"	-0.58	-0.6	0.51	0.05
"KLHL23"	-0.58	-0.48	-0.64	-0.27
"LRIG1"	-0.58	-0.54	-0.3	1.39
"MEMO1P1"	-0.58	0	0.42	-0.58
"MFSD3"	-0.58	-0.57	0.31	-1.45
"NFKBID"	-0.58	-0.86	0.87	-0.95
"NOC2LP1"	-0.58	-0.93	-0.59	-0.33
"NT5DC1"	-0.58	-0.15	0.46	-0.84
"PFDN2"	-0.58	-0.33	-0.07	-0.68
"PLK4"	-0.58	0.16	-0.13	0.54
"PRRG4"	-0.58	-0.39	-0.18	0.91
"PSMB7"	-0.58	-0.22	-0.01	-0.52
"RNASET2"	-0.58	-0.45	-0.06	-1.1
"RP11-195F19.5"	-0.58	-0.91	-0.43	-1.14
"RP11-231C14.4"	-0.58	-2.04	-1.82	1.52
"RP11-266L9.1"	-0.58	-0.41	-0.65	0.15
"RPAIN"	-0.58	-0.55	-0.16	-1.01
"RPL7P47"	-0.58	-0.81	-0.52	-0.33
"RPS20"	-0.58	-0.77	-0.12	-1
"RPS21"	-0.58	-0.74	-0.13	-1.25
"RPS28"	-0.58	-0.73	-0.12	-1.22
"RPS4XP14"	-0.58	-0.9	-0.17	-0.29
"SHMT2"	-0.58	-0.8	0.42	-1.3
"SIRPA"	-0.58	-0.56	-0.43	-1.2
"SOCS2"	-0.58	-0.21	-0.41	-0.35
"SREBF2"	-0.58	-0.67	0.31	-1.08
"STT3A-AS1"	-0.58	-0.07	-0.4	-0.59
"STX3"	-0.58	-0.16	-0.77	-1.02
"TEKT5"	-0.58	-1.25	0.03	-3.17
"TMEM87A"	-0.58	-0.44	-0.4	-0.45
"TNPO1P1"	-0.58	-0.12	-0.65	0.13
"TOMM40"	-0.58	0.57	-0.1	-0.86
"UBE2C"	-0.58	0.62	-0.07	-0.02
"ULK2"	-0.58	-0.62	-0.1	-0.3
"ZC3H10"	-0.58	-0.38	-0.02	-0.17
"AC074019.2"	-0.59	-0.18	-0.29	-0.3
"AC090602.2"	-0.59	1.97	-0.64	-2.59
"AFAP1L2"	-0.59	-1.04	0.27	0.26
"AK4P1"	-0.59	0	0.09	-0.17
"APOE"	-0.59	0.04	0.04	-2.84
"ATP1A1"	-0.59	0.02	-0.35	-2.2
"BEST2"	-0.59	-0.47	0.08	0
"CD38"	-0.59	-0.57	-0.74	-0.38
"CFAP46"	-0.59	-0.79	0	-0.7
"CIZ1"	-0.59	-0.25	-0.15	-0.67
"CLEC11A"	-0.59	0.3	0.24	-0.91
"CSPG4"	-0.59	-0.78	-0.09	-2.78
"CTD-2062F14.2"	-0.59	-0.28	-1.55	0.55
"DUS4L"	-0.59	-0.39	-0.22	-0.7
"EDNRB"	-0.59	-0.74	-1.51	0.49
"ENPP7P8"	-0.59	-1.11	-0.47	-1.33
"FAM110A"	-0.59	0.71	-0.22	0.27
"FBXO7"	-0.59	-0.52	-0.42	-1.04
"FXN"	-0.59	-0.51	0.04	-0.69
"GLOD4"	-0.59	-0.41	-0.07	-0.67
"HERC2P4"	-0.59	-0.53	0.44	-0.55
"HNRNPA3"	-0.59	-0.79	0.31	-0.77
"HSD17B1"	-0.59	-0.34	0.36	-0.51
"IGHEP2"	-0.59	-0.92	-1.48	-0.63
"ING3"	-0.59	-0.27	-0.36	-0.78
"ITPRIPL1"	-0.59	-0.46	0.03	0.55
"KRTAP19-1"	-0.59	-0.42	-1.65	-0.59
"LONRF1"	-0.59	-0.24	-0.39	-2.26
"LYSMD1"	-0.59	-0.33	-0.67	-0.25
"MTFP1"	-0.59	-0.13	0.22	-1.39
"MTND4LP30"	-0.59	0.25	-0.4	-0.86
"NDUFB8"	-0.59	0.02	-0.03	-0.69
"NME2"	-0.59	-0.45	0.02	-0.93
"NOP10"	-0.59	-0.41	-0.13	-0.33
"NPAP1P2"	-0.59	-0.21	-0.77	0.17
"NXPH4"	-0.59	-0.9	0.88	-1.02
"PCDH15"	-0.59	-0.34	-2.67	2.58
"PDE6C"	-0.59	-0.46	-1.31	1.27
"PIN4"	-0.59	-0.03	-0.45	-0.26
"PLEKHO1"	-0.59	-0.04	0.19	0.15
"PPP1R26"	-0.59	-0.84	0.34	-1.31
"PRDX2"	-0.59	-0.28	0.03	-0.62
"PRMT1"	-0.59	-0.24	0.17	-0.39
"PTRHD1"	-0.59	-0.43	0.01	-0.74
"RNF125"	-0.59	-0.94	-0.27	-2.54
"RNF19A"	-0.59	-0.45	-0.13	-1.3
"RP1-27O5.3"	-0.59	0.23	1.39	-3
"RP11-638I2.10"	-0.59	-0.69	0.4	-0.25
"RP11-872D17.8"	-0.59	-0.18	0.08	-1.38
"RPL23"	-0.59	-0.71	-0.13	-1.51
"RPL23AP34"	-0.59	-1.29	-0.32	-0.27
"RPL23AP95"	-0.59	-0.1	0.48	-0.99
"RPL36"	-0.59	-0.69	-0.22	-1.18
"SNRPD1"	-0.59	-0.25	-0.1	-0.48
"SPAST"	-0.59	-0.19	-0.76	-0.45
"SPIDR"	-0.59	-0.1	0.3	-0.69
"SPIN2A"	-0.59	-1.06	-0.16	-0.07
"THEM6"	-0.59	-0.39	0.05	-1.06
"TIMM23B"	-0.59	-0.24	-0.82	-0.21
"TLCD1"	-0.59	-0.01	-0.03	-0.53
"TPI1"	-0.59	0.06	0.19	-0.73
"TTYH2"	-0.59	-0.68	-0.89	-1.18
"TUBA3E"	-0.59	-0.19	-0.23	-0.35
"USP31"	-0.59	-0.27	-0.44	-0.38
"VIM"	-0.59	-0.55	-0.07	-0.91
"VMAC"	-0.59	-0.23	-0.11	-0.91
"ZFP2"	-0.59	-0.22	0.83	-0.77
"ZIC2"	-0.59	-0.61	-0.89	-0.46
"ZNF330"	-0.59	-0.64	-0.23	-0.61
"APOBEC3B"	-0.6	1.06	-0.15	0.85
"AXIN2"	-0.6	0.52	0.2	-1.26
"BBS9"	-0.6	0.22	-0.74	-0.07
"BORA"	-0.6	0.28	-0.31	0.27
"C16orf89"	-0.6	-0.79	-1.06	-0.82
"C1orf112"	-0.6	0.33	-0.15	-0.18
"CD320"	-0.6	0	0.39	-1.33
"CDK5R1"	-0.6	-0.69	-1.04	-2.05
"CERKL"	-0.6	-0.18	-0.07	-0.17
"CNIH2"	-0.6	-0.62	0.04	-0.36
"COPRS"	-0.6	-0.09	-0.2	-0.49
"CTB-51E13.1"	-0.6	-0.89	-0.13	-0.01
"DIRAS1"	-0.6	-0.32	-0.07	0.1
"DUSP15"	-0.6	-0.27	-1.06	-0.56
"E2F8"	-0.6	-0.18	-0.75	0.26
"ENO1P1"	-0.6	0.94	-0.33	-1.01
"FAM207A"	-0.6	-0.22	-0.32	-1.13
"HDDC3"	-0.6	-0.19	-0.08	-0.15
"ITGB4"	-0.6	-0.79	1.75	-0.9
"JMJD7-PLA2G4B"	-0.6	-0.87	-0.32	-0.86
"KIF19"	-0.6	-0.38	-0.43	-0.66
"MASP1"	-0.6	-0.84	1.8	0.91
"MTHFS"	-0.6	-0.48	-0.38	-0.93
"OR13K1P"	-0.6	-0.14	-0.19	-0.44
"RNF175"	-0.6	-0.44	-0.04	-2.09
"RPL12"	-0.6	-0.87	0.1	-1.4
"RPL18A"	-0.6	-0.78	0.19	-1.76
"RPL32"	-0.6	-0.73	-0.02	-1.46
"SDC3"	-0.6	-0.42	0.06	-1.09
"SP8"	-0.6	-0.1	0.49	0
"SPC25"	-0.6	0.62	-0.3	-0.21
"STKLD1"	-0.6	-0.57	-2.05	-0.29
"TNRC18P1"	-0.6	-0.38	0.02	-0.08
"TOPBP1"	-0.6	-0.29	-0.14	-0.51
"TUBBP5"	-0.6	0	0	-0.6
"UBB"	-0.6	-0.35	-0.11	-0.57
"UPF3A"	-0.6	-0.57	-0.2	-0.31
"USF2"	-0.6	-0.44	-0.31	-1.16
"WASH7P"	-0.6	-0.43	0.16	-0.78
"ZBTB14"	-0.6	-0.16	0.65	-0.83
"ZFAND1"	-0.6	-0.69	0.06	-1.28
"ZNF740"	-0.6	-0.18	-0.79	-0.07
"ACTG1P1"	-0.61	-0.17	0.45	-0.87
"AGXT2"	-0.61	-1.1	-0.26	-0.48
"B3GLCT"	-0.61	-0.35	0.21	-0.13
"B4GALT3"	-0.61	-0.64	0.2	-1.06
"C12orf73"	-0.61	-0.32	0.15	-0.57
"C17orf89"	-0.61	-0.27	-0.22	-0.77
"C6orf201"	-0.61	-1.86	0.32	-0.19
"C8orf34"	-0.61	-1.35	-1.13	0.59
"CD70"	-0.61	-0.09	-0.28	1.48
"COX7CP1"	-0.61	-0.21	-0.56	-0.05
"CTD-2116N17.1"	-0.61	-0.36	-0.39	1.26
"DHRS13"	-0.61	-0.1	0.65	-1.98
"ELMO3"	-0.61	-0.02	1.03	-1.59
"FAM86B3P"	-0.61	-1.06	-0.7	-0.35
"FLI1"	-0.61	-1.14	-0.12	-0.06
"FUT10"	-0.61	-0.35	-0.13	-0.89
"GAPDHP1"	-0.61	1.21	0.41	-2.14
"GLMP"	-0.61	-0.64	0.19	-0.55
"GNG7"	-0.61	-0.36	-0.16	-0.62
"GPRASP2"	-0.61	-0.59	0	-0.38
"HNRNPA1P16"	-0.61	-1.14	0.08	0.2
"KIAA0391"	-0.61	-0.29	-1.49	0.23
"KLHL32"	-0.61	-0.69	-0.37	-0.42
"LA16c-380H5.1"	-0.61	-0.27	-0.2	-0.47
"LDLRAD3"	-0.61	-0.58	-0.18	-1.81
"LRRN2"	-0.61	-0.9	0.21	-0.24
"MPG"	-0.61	-0.22	0.19	-1.09
"MRPL41"	-0.61	-0.13	-0.05	-0.63
"MTCO3P11"	-0.61	-0.54	-0.16	-0.68
"OPN3"	-0.61	-1.09	-0.46	-2.3
"PCYOX1L"	-0.61	-0.42	0.53	-0.67
"POLR2J"	-0.61	-0.17	-0.06	-0.65
"POLR2J4"	-0.61	-0.32	1.02	-0.07
"PRELID3A"	-0.61	-0.35	-0.01	-0.48
"RHOXF2B"	-0.61	-1.09	0	-1.3
"RNA5SP283"	-0.61	-1.63	0.59	-0.27
"RNASEH2B"	-0.61	-0.1	0.67	-0.93
"RP11-705C15.2"	-0.61	-0.62	0.08	-1.3
"RP4-583P15.14"	-0.61	-0.4	0.13	-0.42
"RPL23AP21"	-0.61	0	-0.26	0.18
"RPLP1"	-0.61	-0.74	-0.2	-1.44
"RRP7A"	-0.61	-0.3	-0.22	-0.18
"SETDB1"	-0.61	-0.04	1.34	-2.19
"TCEB2"	-0.61	-0.14	-0.21	-0.48
"TICRR"	-0.61	0.21	0.26	-0.53
"TMEM241"	-0.61	-0.44	0.02	-0.15
"TMTC2"	-0.61	-0.79	-0.25	-1.34
"TRAPPC6A"	-0.61	-0.66	-0.01	-1.22
"TRMT112"	-0.61	-0.35	-0.1	-0.62
"U2AF1"	-0.61	-0.16	-0.11	-0.44
"VIPR1"	-0.61	-0.75	0.96	-1.05
"AC002310.17"	-0.62	-0.39	0.6	-0.79
"AC010150.1"	-0.62	-0.09	-0.62	-0.05
"AGAP6"	-0.62	-0.77	0.8	-1
"ATOX1"	-0.62	-0.15	-0.01	-0.93
"BEST1"	-0.62	-1.43	-1.24	-1.74
"BTBD7P1"	-0.62	-0.85	0.32	0.11
"C1GALT1P1"	-0.62	-0.03	0.26	-0.64
"CTD-2290C23.1"	-0.62	-0.7	-1.44	0.64
"EIF2S2P4"	-0.62	0	0.46	-0.62
"GPR183"	-0.62	0.38	-0.8	-0.34
"GYG2"	-0.62	-0.66	-0.94	-1.66
"HTR3B"	-0.62	-0.5	0.18	-0.05
"IGFBPL1"	-0.62	0.54	-1.64	-0.04
"ITGA6"	-0.62	-0.28	0.24	-1.99
"KDM3B"	-0.62	-0.21	-0.23	-0.14
"KIAA2026"	-0.62	-0.6	-1.14	0.13
"KIF4A"	-0.62	0.69	-0.2	0.56
"KLHL13"	-0.62	-0.41	-0.03	0.42
"LPAR3"	-0.62	0.77	-1.27	-0.9
"MANF"	-0.62	-0.42	0.47	-1.42
"MCM2"	-0.62	0.29	0.18	-0.5
"MRPL23"	-0.62	0.07	-0.2	-0.59
"MS4A2"	-0.62	-0.17	-1.31	0.04
"MTA3"	-0.62	-0.41	0.07	-0.17
"PKD1L2"	-0.62	-1.02	-0.58	0.68
"PLD4"	-0.62	-0.33	0.03	-0.42
"PMS2P5"	-0.62	-0.9	-0.44	0.14
"PRKAR2B"	-0.62	-0.39	-0.69	-0.64
"PRKRA"	-0.62	-0.42	-0.28	-0.72
"RAB33B"	-0.62	-0.14	-0.33	-1.22
"RFNG"	-0.62	-0.82	0.66	-1.57
"RNF130"	-0.62	-0.68	-0.45	-1.46
"RP1-85D24.3"	-0.62	-1.38	-0.35	-0.04
"RP11-43F13.1"	-0.62	-1.22	-1.32	0.9
"RP11-490H24.5"	-0.62	0	0	-0.62
"RPL7P10"	-0.62	-0.31	0	-0.81
"RPS18P12"	-0.62	1.41	0.2	-1.8
"RTBDN"	-0.62	-0.71	-0.15	0.05
"SEC23B"	-0.62	-0.52	-0.3	-0.34
"SPRY2"	-0.62	-0.93	0.12	-1.93
"SURF2"	-0.62	-0.1	0.04	-0.72
"TBRG4"	-0.62	-0.45	0.18	-1.36
"TCEB1P33"	-0.62	-0.41	0.67	-0.5
"TOMM34"	-0.62	-0.28	-0.09	-0.19
"TPRXL"	-0.62	0.1	-0.47	0.2
"WI2-1896O14.1"	-0.62	-1.72	0.84	0.57
"ABHD17A"	-0.63	1.3	-1.35	-0.3
"ALDOA"	-0.63	-0.12	0.36	-0.58
"ASB2"	-0.63	-0.56	0.56	0.15
"BMP3"	-0.63	-0.67	-0.35	0.17
"BOLA1"	-0.63	-0.29	0.33	-0.99
"CCDC12"	-0.63	-0.52	-0.47	-0.59
"CPVL"	-0.63	-0.08	-0.03	-1.39
"DEFB109P3"	-0.63	0.62	0.31	-0.48
"DYNC1I2P1"	-0.63	0	0.39	-0.63
"EMSY"	-0.63	-0.12	-0.07	-0.13
"ENPP1"	-0.63	0.24	0	-0.88
"EPB41L1"	-0.63	-0.3	1.28	-0.58
"FGF11"	-0.63	-0.15	-0.46	-0.03
"FIZ1"	-0.63	-0.89	-0.2	-0.78
"GS1-124K5.7"	-0.63	-0.57	0.01	-0.4
"GUCA1B"	-0.63	-0.22	0.25	-0.58
"H2AFZ"	-0.63	-0.25	-0.14	-1.35
"HIST2H2BA"	-0.63	-1.17	-0.43	-0.2
"LAGE3P1"	-0.63	-0.42	0.2	-0.31
"LPIN2"	-0.63	-0.15	1.65	-0.99
"MIOX"	-0.63	-0.26	-1.34	0.76
"MTND1P11"	-0.63	-0.83	0.22	-0.81
"NPHP3-ACAD11"	-0.63	0.32	0.18	0.31
"NUP93"	-0.63	-0.51	-0.17	-0.78
"PABPC1P4"	-0.63	0.62	0.44	-1.33
"PHB"	-0.63	-0.15	0.21	-1.06
"POLD1"	-0.63	0.16	0.1	-0.08
"POT1"	-0.63	-0.79	0.4	-0.21
"PTS"	-0.63	-0.27	0.12	-0.35
"RAD51B"	-0.63	-0.57	0.03	-0.59
"RP11-159D12.5"	-0.63	-1.13	0.13	-0.62
"RP11-261B23.2"	-0.63	-0.45	0	-1.01
"RP11-3K24.3"	-0.63	-0.72	-1.12	0.71
"RP11-673C5.1"	-0.63	-0.28	0.1	-0.44
"RP4-669L17.8"	-0.63	-0.4	0.11	-0.42
"RPL21P10"	-0.63	0	0.15	-0.34
"SPATA4"	-0.63	-0.65	1.36	-1.15
"STAR"	-0.63	-1.1	-0.81	0.84
"TAF10"	-0.63	0.04	0.14	-0.16
"TNFRSF14"	-0.63	-0.79	-0.09	-1.15
"TOP2A"	-0.63	0.57	0.15	0.02
"TRIM36"	-0.63	-0.65	-0.74	-0.9
"TTC41P"	-0.63	0.93	0.43	-1.98
"ZBTB39"	-0.63	-0.48	-0.14	-0.42
"ARHGEF37"	-0.64	-0.23	0.41	-0.07
"BIRC5"	-0.64	0.71	-0.04	0.14
"BNC2"	-0.64	-0.76	0.02	-0.49
"CA11"	-0.64	-1.03	0.65	-0.73
"CASQ2"	-0.64	-0.69	-0.44	-1.42
"CCNB2"	-0.64	0.4	0.11	-0.15
"CIB2"	-0.64	-0.42	0.68	-1.49
"CPEB1"	-0.64	-0.72	0.35	-0.36
"CTD-2017C7.3"	-0.64	-0.47	0.13	0.28
"DHPS"	-0.64	-0.61	0.03	-0.93
"EPHA6"	-0.64	-0.36	-0.79	-0.19
"ERCC8"	-0.64	-0.94	-0.38	1.92
"FAM122C"	-0.64	-1.24	-0.79	1.07
"FFAR1"	-0.64	-0.16	-0.13	-0.3
"FGD1"	-0.64	-0.57	0.01	-0.52
"FKBP2"	-0.64	-0.71	0.26	-0.64
"FKBPL"	-0.64	-0.97	0.38	0.1
"H2BFS"	-0.64	0	0	-0.64
"HACD1"	-0.64	-0.64	-0.1	-0.61
"LAGE3"	-0.64	-0.03	-0.17	-0.68
"LINC00483"	-0.64	-0.22	0.16	-0.12
"MAD1L1"	-0.64	-0.6	0.03	-1.4
"MAP3K11"	-0.64	-0.36	-0.44	-0.64
"MSRB2"	-0.64	-0.51	-0.88	-0.71
"NCK2"	-0.64	-0.71	-0.79	-1.24
"NCLP1"	-0.64	-0.26	0.22	-0.39
"NYAP1"	-0.64	0.12	0.87	-0.49
"OSTCP1"	-0.64	0.16	0	-0.79
"OTOF"	-0.64	0.31	0.18	-1.28
"PCDH17"	-0.64	-0.76	-0.21	0.92
"PCDHGA9"	-0.64	0.67	-0.39	-0.92
"PDE4B"	-0.64	-0.75	0.48	0.59
"PPP1R3E"	-0.64	-0.62	-0.55	-0.83
"PRND"	-0.64	-0.2	-1.06	5.88
"PTGES2"	-0.64	0.34	0.68	-1.53
"RAB24"	-0.64	-0.57	0.1	-0.8
"RP11-203I2.2"	-0.64	0.46	-0.32	-0.22
"RP11-255M2.3"	-0.64	-0.05	-0.74	-0.67
"RP11-423H2.1"	-0.64	-0.46	0.64	-0.56
"RPL26P30"	-0.64	-0.64	-1.41	0.45
"RPS19P1"	-0.64	1.26	-0.06	-1.98
"SELK"	-0.64	-0.49	-0.27	-0.95
"SLC45A2"	-0.64	-0.94	-0.37	-0.14
"TCTEX1D4"	-0.64	-0.23	0.49	-0.48
"TIMM10"	-0.64	-0.26	-0.13	-0.77
"ZFYVE26"	-0.64	-0.77	0.88	-1.21
"ZNF382"	-0.64	-0.23	-1.2	-0.47
"ADGRG2"	-0.65	-0.3	-0.62	0.32
"ARMC10"	-0.65	0.28	0.16	-1.78
"ASPHD2"	-0.65	-0.8	-1.12	0.22
"BMP8A"	-0.65	-0.61	-0.49	-0.42
"CES4A"	-0.65	-0.62	0.9	-0.12
"CHEK1"	-0.65	0	-0.17	-0.02
"CNPY2"	-0.65	-0.56	-0.24	-0.74
"CNTN2"	-0.65	-0.68	0	-0.65
"CST4"	-0.65	-0.87	-0.54	-1.99
"CYP2D7"	-0.65	0.04	0.02	-0.56
"DDX54"	-0.65	-0.71	0.41	-0.76
"EEF1A1"	-0.65	-1.5	0.36	-0.55
"FAM101B"	-0.65	-0.62	-0.99	-0.57
"GLP2R"	-0.65	0	-0.36	-0.29
"GNRHR2"	-0.65	-0.69	-1.97	-0.42
"HIST1H2AI"	-0.65	0	0.16	-0.37
"HNRNPA1P40"	-0.65	-0.19	-0.18	-0.43
"IMP3"	-0.65	-0.53	0.04	-1.1
"ISOC1"	-0.65	-0.17	-0.02	-0.78
"LAMB4"	-0.65	-0.27	-0.1	0.84
"LAMC3"	-0.65	-0.75	-0.9	-2.27
"LILRB5"	-0.65	0.42	-0.56	0.2
"MMP17"	-0.65	-1.1	0.39	-0.94
"MMP23A"	-0.65	-0.91	-0.28	-0.37
"MSTO2P"	-0.65	-0.57	0.46	-1.18
"MTFR2"	-0.65	0.14	-0.31	0.54
"MUC17"	-0.65	0	1.51	-0.68
"NBPF5P"	-0.65	-0.06	-0.29	-0.66
"NDC80"	-0.65	0.56	-0.31	-0.03
"NPAS1"	-0.65	0.59	0.27	-1.85
